_time,_value,_field,_measurement,nodo
2025-07-01 01:25:00,40.01,leq,leq,12
2025-07-01 01:30:00,69.75,leq,leq,12
2025-07-01 01:35:00,45.17,leq,leq,12
2025-07-01 01:40:00,53.47,leq,leq,12
2025-07-01 01:45:00,51.53,leq,leq,12
2025-07-01 01:50:00,62.27,leq,leq,12
2025-07-01 01:55:00,61.36,leq,leq,12
2025-07-01 02:00:00,67.28,leq,leq,12
2025-07-01 02:05:00,47.48,leq,leq,12
2025-07-01 02:10:00,42.65,leq,leq,12
2025-07-01 02:15:00,72.79,leq,leq,12
2025-07-01 02:20:00,41.99,leq,leq,12
2025-07-01 02:25:00,65.83,leq,leq,12
2025-07-01 02:30:00,55.16,leq,leq,12
2025-07-01 02:35:00,70.02,leq,leq,12
2025-07-01 02:40:00,63.77,leq,leq,12
2025-07-01 02:45:00,66.86,leq,leq,12
2025-07-01 02:50:00,66.49,leq,leq,12
2025-07-01 02:55:00,62.88,leq,leq,12
2025-07-01 03:00:00,41.13,leq,leq,12
2025-07-01 03:05:00,58.09,leq,leq,12
2025-07-01 03:10:00,71.18,leq,leq,12
2025-07-01 03:15:00,47.26,leq,leq,12
2025-07-01 03:20:00,55.67,leq,leq,12
2025-07-01 03:25:00,55.18,leq,leq,12
2025-07-01 03:30:00,41.53,leq,leq,12
2025-07-01 03:35:00,71.43,leq,leq,12
2025-07-01 03:40:00,71.04,leq,leq,12
2025-07-01 03:45:00,40.63,leq,leq,12
2025-07-01 03:50:00,65.18,leq,leq,12
2025-07-01 03:55:00,58.5,leq,leq,12
2025-07-01 04:00:00,74.89,leq,leq,12
2025-07-01 04:05:00,48.93,leq,leq,12
2025-07-01 04:10:00,59.41,leq,leq,12
2025-07-01 04:15:00,43.75,leq,leq,12
2025-07-01 04:20:00,44.22,leq,leq,12
2025-07-01 04:25:00,46.16,leq,leq,12
2025-07-01 04:30:00,51.39,leq,leq,12
2025-07-01 04:35:00,63.0,leq,leq,12
2025-07-01 04:40:00,74.39,leq,leq,12
2025-07-01 04:45:00,62.88,leq,leq,12
2025-07-01 04:50:00,72.65,leq,leq,12
2025-07-01 04:55:00,42.45,leq,leq,12
2025-07-01 05:00:00,46.99,leq,leq,12
2025-07-01 05:05:00,64.62,leq,leq,12
2025-07-01 05:10:00,72.4,leq,leq,12
2025-07-01 05:15:00,59.52,leq,leq,12
2025-07-01 05:20:00,69.77,leq,leq,12
2025-07-01 05:25:00,41.18,leq,leq,12
2025-07-01 05:30:00,60.08,leq,leq,12
2025-07-01 05:35:00,52.12,leq,leq,12
2025-07-01 05:40:00,62.47,leq,leq,12
2025-07-01 05:45:00,48.02,leq,leq,12
2025-07-01 05:50:00,63.78,leq,leq,12
2025-07-01 05:55:00,54.46,leq,leq,12
2025-07-01 06:00:00,41.87,leq,leq,12
2025-07-01 06:05:00,74.59,leq,leq,12
2025-07-01 06:10:00,54.53,leq,leq,12
2025-07-01 06:15:00,80.0,leq,leq,12
2025-07-01 06:20:00,67.01,leq,leq,12
2025-07-01 06:25:00,51.98,leq,leq,12
2025-07-01 06:30:00,46.81,leq,leq,12
2025-07-01 06:35:00,70.71,leq,leq,12
2025-07-01 06:40:00,63.53,leq,leq,12
2025-07-01 06:45:00,52.54,leq,leq,12
2025-07-01 06:50:00,66.75,leq,leq,12
2025-07-01 06:55:00,47.34,leq,leq,12
2025-07-01 07:00:00,62.85,leq,leq,12
2025-07-01 07:05:00,65.79,leq,leq,12
2025-07-01 07:10:00,50.39,leq,leq,12
2025-07-01 07:15:00,47.15,leq,leq,12
2025-07-01 07:20:00,72.97,leq,leq,12
2025-07-01 07:25:00,41.6,leq,leq,12
2025-07-01 07:30:00,78.59,leq,leq,12
2025-07-01 07:35:00,49.47,leq,leq,12
2025-07-01 07:40:00,45.36,leq,leq,12
2025-07-01 07:45:00,50.4,leq,leq,12
2025-07-01 07:50:00,63.33,leq,leq,12
2025-07-01 07:55:00,41.29,leq,leq,12
2025-07-01 08:00:00,63.59,leq,leq,12
2025-07-01 08:05:00,43.3,leq,leq,12
2025-07-01 08:10:00,68.23,leq,leq,12
2025-07-01 08:15:00,65.42,leq,leq,12
2025-07-01 00:00:00,60.14,leq,leq,13
2025-07-01 00:05:00,74.71,leq,leq,13
2025-07-01 00:10:00,43.49,leq,leq,13
2025-07-01 00:15:00,79.29,leq,leq,13
2025-07-01 00:20:00,73.85,leq,leq,13
2025-07-01 00:25:00,74.9,leq,leq,13
2025-07-01 00:30:00,55.38,leq,leq,13
2025-07-01 00:35:00,46.86,leq,leq,13
2025-07-01 00:40:00,57.43,leq,leq,13
2025-07-01 00:45:00,41.99,leq,leq,13
2025-07-01 00:50:00,41.14,leq,leq,13
2025-07-01 00:55:00,58.23,leq,leq,13
2025-07-01 01:00:00,67.14,leq,leq,13
2025-07-01 01:05:00,67.62,leq,leq,13
2025-07-01 01:10:00,49.86,leq,leq,13
2025-07-01 01:15:00,70.45,leq,leq,13
2025-07-01 01:20:00,49.9,leq,leq,13
2025-07-01 01:25:00,43.52,leq,leq,13
2025-07-01 01:30:00,50.75,leq,leq,13
2025-07-01 01:35:00,67.4,leq,leq,13
2025-07-01 01:40:00,77.18,leq,leq,13
2025-07-01 01:45:00,64.79,leq,leq,13
2025-07-01 01:50:00,62.24,leq,leq,13
2025-07-01 01:55:00,68.35,leq,leq,13
2025-07-01 02:00:00,66.41,leq,leq,13
2025-07-01 02:05:00,78.36,leq,leq,13
2025-07-01 02:10:00,77.92,leq,leq,13
2025-07-01 02:15:00,74.03,leq,leq,13
2025-07-01 02:20:00,62.27,leq,leq,13
2025-07-01 02:25:00,63.24,leq,leq,13
2025-07-01 02:30:00,73.51,leq,leq,13
2025-07-01 02:35:00,62.23,leq,leq,13
2025-07-01 02:40:00,70.2,leq,leq,13
2025-07-01 02:45:00,76.77,leq,leq,13
2025-07-01 02:50:00,51.61,leq,leq,13
2025-07-01 02:55:00,47.35,leq,leq,13
2025-07-01 03:00:00,46.96,leq,leq,13
2025-07-01 03:05:00,62.64,leq,leq,13
2025-07-01 03:10:00,77.87,leq,leq,13
2025-07-01 03:15:00,45.0,leq,leq,13
2025-07-01 03:20:00,73.13,leq,leq,13
2025-07-01 03:25:00,46.08,leq,leq,13
2025-07-01 03:30:00,77.64,leq,leq,13
2025-07-01 03:35:00,43.69,leq,leq,13
2025-07-01 03:40:00,49.51,leq,leq,13
2025-07-01 03:45:00,72.12,leq,leq,13
2025-07-01 03:50:00,68.49,leq,leq,13
2025-07-01 03:55:00,40.34,leq,leq,13
2025-07-01 04:00:00,61.71,leq,leq,13
2025-07-01 04:05:00,61.1,leq,leq,13
2025-07-01 04:10:00,58.75,leq,leq,13
2025-07-01 04:15:00,64.44,leq,leq,13
2025-07-01 04:20:00,56.96,leq,leq,13
2025-07-01 04:25:00,57.69,leq,leq,13
2025-07-01 04:30:00,55.39,leq,leq,13
2025-07-01 04:35:00,46.45,leq,leq,13
2025-07-01 04:40:00,73.89,leq,leq,13
2025-07-01 04:45:00,49.71,leq,leq,13
2025-07-01 04:50:00,74.63,leq,leq,13
2025-07-01 04:55:00,75.88,leq,leq,13
2025-07-01 05:00:00,45.45,leq,leq,13
2025-07-01 05:05:00,51.66,leq,leq,13
2025-07-01 05:10:00,62.46,leq,leq,13
2025-07-01 05:15:00,75.62,leq,leq,13
2025-07-01 05:20:00,76.81,leq,leq,13
2025-07-01 05:25:00,53.89,leq,leq,13
2025-07-01 05:30:00,40.45,leq,leq,13
2025-07-01 05:35:00,50.01,leq,leq,13
2025-07-01 05:40:00,48.23,leq,leq,13
2025-07-01 05:45:00,46.92,leq,leq,13
2025-07-01 05:50:00,65.79,leq,leq,13
2025-07-01 05:55:00,67.85,leq,leq,13
2025-07-01 06:00:00,51.36,leq,leq,13
2025-07-01 06:05:00,61.89,leq,leq,13
2025-07-01 06:10:00,51.39,leq,leq,13
2025-07-01 06:15:00,44.65,leq,leq,13
2025-07-01 06:20:00,51.33,leq,leq,13
2025-07-01 06:25:00,66.92,leq,leq,13
2025-07-01 06:30:00,41.99,leq,leq,13
2025-07-01 06:35:00,69.32,leq,leq,13
2025-07-01 06:40:00,65.74,leq,leq,13
2025-07-01 06:45:00,48.57,leq,leq,13
2025-07-01 06:50:00,47.33,leq,leq,13
2025-07-01 06:55:00,47.46,leq,leq,13
2025-07-01 07:00:00,67.71,leq,leq,13
2025-07-01 07:05:00,65.76,leq,leq,13
2025-07-01 07:10:00,59.09,leq,leq,13
2025-07-01 07:15:00,41.96,leq,leq,13
2025-07-01 07:20:00,65.73,leq,leq,13
2025-07-01 07:25:00,63.18,leq,leq,13
2025-07-01 07:30:00,61.6,leq,leq,13
2025-07-01 07:35:00,69.98,leq,leq,13
2025-07-01 07:40:00,74.67,leq,leq,13
2025-07-01 07:45:00,53.48,leq,leq,13
2025-07-01 07:50:00,58.28,leq,leq,13
2025-07-01 07:55:00,51.26,leq,leq,13
2025-07-01 08:00:00,41.45,leq,leq,13
2025-07-01 08:05:00,68.22,leq,leq,13
2025-07-01 08:10:00,76.72,leq,leq,13
2025-07-01 08:15:00,73.98,leq,leq,13
2025-07-01 00:00:00,75.94,leq,leq,14
2025-07-01 00:05:00,68.98,leq,leq,14
2025-07-01 00:10:00,41.01,leq,leq,14
2025-07-01 00:15:00,45.78,leq,leq,14
2025-07-01 00:20:00,57.54,leq,leq,14
2025-07-01 00:25:00,48.94,leq,leq,14
2025-07-01 00:30:00,64.05,leq,leq,14
2025-07-01 00:35:00,58.89,leq,leq,14
2025-07-01 00:40:00,64.01,leq,leq,14
2025-07-01 00:45:00,77.43,leq,leq,14
2025-07-01 00:50:00,64.55,leq,leq,14
2025-07-01 00:55:00,44.69,leq,leq,14
2025-07-01 01:00:00,74.47,leq,leq,14
2025-07-01 01:05:00,66.37,leq,leq,14
2025-07-01 01:10:00,40.33,leq,leq,14
2025-07-01 01:15:00,65.18,leq,leq,14
2025-07-01 01:20:00,57.48,leq,leq,14
2025-07-01 01:25:00,40.39,leq,leq,14
2025-07-01 01:30:00,57.89,leq,leq,14
2025-07-01 01:35:00,48.63,leq,leq,14
2025-07-01 01:40:00,77.07,leq,leq,14
2025-07-01 01:45:00,79.7,leq,leq,14
2025-07-01 01:50:00,70.7,leq,leq,14
2025-07-01 01:55:00,42.38,leq,leq,14
2025-07-01 02:00:00,62.24,leq,leq,14
2025-07-01 02:05:00,78.02,leq,leq,14
2025-07-01 02:10:00,46.74,leq,leq,14
2025-07-01 02:15:00,43.12,leq,leq,14
2025-07-01 02:20:00,52.16,leq,leq,14
2025-07-01 02:25:00,57.04,leq,leq,14
2025-07-01 02:30:00,61.68,leq,leq,14
2025-07-01 02:35:00,64.98,leq,leq,14
2025-07-01 02:40:00,53.5,leq,leq,14
2025-07-01 02:45:00,56.83,leq,leq,14
2025-07-01 02:50:00,54.41,leq,leq,14
2025-07-01 02:55:00,77.81,leq,leq,14
2025-07-01 03:00:00,58.51,leq,leq,14
2025-07-01 03:05:00,79.03,leq,leq,14
2025-07-01 03:10:00,56.22,leq,leq,14
2025-07-01 03:15:00,70.66,leq,leq,14
2025-07-01 03:20:00,43.61,leq,leq,14
2025-07-01 03:25:00,44.91,leq,leq,14
2025-07-01 03:30:00,57.87,leq,leq,14
2025-07-01 03:35:00,69.51,leq,leq,14
2025-07-01 03:40:00,55.91,leq,leq,14
2025-07-01 03:45:00,76.53,leq,leq,14
2025-07-01 03:50:00,52.02,leq,leq,14
2025-07-01 03:55:00,57.77,leq,leq,14
2025-07-01 04:00:00,55.69,leq,leq,14
2025-07-01 04:05:00,68.79,leq,leq,14
2025-07-01 04:10:00,74.94,leq,leq,14
2025-07-01 04:15:00,56.91,leq,leq,14
2025-07-01 04:20:00,61.96,leq,leq,14
2025-07-01 04:25:00,49.56,leq,leq,14
2025-07-01 04:30:00,74.68,leq,leq,14
2025-07-01 04:35:00,46.92,leq,leq,14
2025-07-01 04:40:00,44.2,leq,leq,14
2025-07-01 04:45:00,49.8,leq,leq,14
2025-07-01 04:50:00,79.72,leq,leq,14
2025-07-01 04:55:00,52.82,leq,leq,14
2025-07-01 05:00:00,53.11,leq,leq,14
2025-07-01 05:05:00,71.6,leq,leq,14
2025-07-01 05:10:00,57.8,leq,leq,14
2025-07-01 05:15:00,65.44,leq,leq,14
2025-07-01 05:20:00,65.16,leq,leq,14
2025-07-01 05:25:00,73.53,leq,leq,14
2025-07-01 05:30:00,56.9,leq,leq,14
2025-07-01 05:35:00,68.26,leq,leq,14
2025-07-01 05:40:00,45.81,leq,leq,14
2025-07-01 05:45:00,43.24,leq,leq,14
2025-07-01 05:50:00,50.43,leq,leq,14
2025-07-01 05:55:00,78.77,leq,leq,14
2025-07-01 06:00:00,51.13,leq,leq,14
2025-07-01 06:05:00,74.2,leq,leq,14
2025-07-01 06:10:00,75.68,leq,leq,14
2025-07-01 06:15:00,40.99,leq,leq,14
2025-07-01 06:20:00,47.93,leq,leq,14
2025-07-01 06:25:00,48.07,leq,leq,14
2025-07-01 06:30:00,60.61,leq,leq,14
2025-07-01 06:35:00,46.07,leq,leq,14
2025-07-01 06:40:00,78.42,leq,leq,14
2025-07-01 06:45:00,67.57,leq,leq,14
2025-07-01 06:50:00,63.09,leq,leq,14
2025-07-01 06:55:00,68.58,leq,leq,14
2025-07-01 07:00:00,50.88,leq,leq,14
2025-07-01 07:05:00,49.94,leq,leq,14
2025-07-01 07:10:00,53.28,leq,leq,14
2025-07-01 07:15:00,60.0,leq,leq,14
2025-07-01 07:20:00,61.35,leq,leq,14
2025-07-01 07:25:00,67.92,leq,leq,14
2025-07-01 07:30:00,69.55,leq,leq,14
2025-07-01 07:35:00,41.4,leq,leq,14
2025-07-01 07:40:00,44.9,leq,leq,14
2025-07-01 07:45:00,47.53,leq,leq,14
2025-07-01 07:50:00,60.25,leq,leq,14
2025-07-01 07:55:00,56.86,leq,leq,14
2025-07-01 08:00:00,46.14,leq,leq,14
2025-07-01 08:05:00,52.87,leq,leq,14
2025-07-01 08:10:00,52.64,leq,leq,14
2025-07-01 08:15:00,42.35,leq,leq,14
2025-07-01 00:00:00,41.68,leq,leq,15
2025-07-01 00:05:00,53.85,leq,leq,15
2025-07-01 00:10:00,70.59,leq,leq,15
2025-07-01 00:15:00,65.73,leq,leq,15
2025-07-01 00:20:00,40.95,leq,leq,15
2025-07-01 00:25:00,42.55,leq,leq,15
2025-07-01 00:30:00,58.56,leq,leq,15
2025-07-01 00:35:00,44.0,leq,leq,15
2025-07-01 00:40:00,55.83,leq,leq,15
2025-07-01 00:45:00,73.01,leq,leq,15
2025-07-01 00:50:00,59.91,leq,leq,15
2025-07-01 00:55:00,57.95,leq,leq,15
2025-07-01 01:00:00,74.8,leq,leq,15
2025-07-01 01:05:00,47.51,leq,leq,15
2025-07-01 01:10:00,78.96,leq,leq,15
2025-07-01 01:15:00,50.57,leq,leq,15
2025-07-01 01:20:00,66.33,leq,leq,15
2025-07-01 01:25:00,62.3,leq,leq,15
2025-07-01 01:30:00,64.38,leq,leq,15
2025-07-01 01:35:00,48.78,leq,leq,15
2025-07-01 01:40:00,70.61,leq,leq,15
2025-07-01 01:45:00,56.39,leq,leq,15
2025-07-01 01:50:00,75.62,leq,leq,15
2025-07-01 01:55:00,68.22,leq,leq,15
2025-07-01 02:00:00,73.17,leq,leq,15
2025-07-01 02:05:00,67.14,leq,leq,15
2025-07-01 02:10:00,48.66,leq,leq,15
2025-07-01 02:15:00,78.72,leq,leq,15
2025-07-01 02:20:00,57.48,leq,leq,15
2025-07-01 02:25:00,64.7,leq,leq,15
2025-07-01 02:30:00,44.65,leq,leq,15
2025-07-01 02:35:00,45.05,leq,leq,15
2025-07-01 02:40:00,75.16,leq,leq,15
2025-07-01 02:45:00,45.95,leq,leq,15
2025-07-01 02:50:00,52.17,leq,leq,15
2025-07-01 02:55:00,51.92,leq,leq,15
2025-07-01 03:00:00,62.91,leq,leq,15
2025-07-01 03:05:00,71.0,leq,leq,15
2025-07-01 03:10:00,68.83,leq,leq,15
2025-07-01 03:15:00,63.85,leq,leq,15
2025-07-01 03:20:00,62.54,leq,leq,15
2025-07-01 03:25:00,64.73,leq,leq,15
2025-07-01 03:30:00,72.91,leq,leq,15
2025-07-01 03:35:00,45.91,leq,leq,15
2025-07-01 03:40:00,51.43,leq,leq,15
2025-07-01 03:45:00,72.9,leq,leq,15
2025-07-01 03:50:00,75.11,leq,leq,15
2025-07-01 03:55:00,77.31,leq,leq,15
2025-07-01 04:00:00,61.8,leq,leq,15
2025-07-01 04:05:00,74.63,leq,leq,15
2025-07-01 04:10:00,72.88,leq,leq,15
2025-07-01 04:15:00,66.59,leq,leq,15
2025-07-01 04:20:00,41.18,leq,leq,15
2025-07-01 04:25:00,72.14,leq,leq,15
2025-07-01 04:30:00,44.4,leq,leq,15
2025-07-01 04:35:00,61.82,leq,leq,15
2025-07-01 04:40:00,76.49,leq,leq,15
2025-07-01 04:45:00,53.04,leq,leq,15
2025-07-01 04:50:00,46.2,leq,leq,15
2025-07-01 04:55:00,41.45,leq,leq,15
2025-07-01 05:00:00,52.5,leq,leq,15
2025-07-01 05:05:00,70.61,leq,leq,15
2025-07-01 05:10:00,56.62,leq,leq,15
2025-07-01 05:15:00,54.42,leq,leq,15
2025-07-01 05:20:00,43.93,leq,leq,15
2025-07-01 05:25:00,42.2,leq,leq,15
2025-07-01 05:30:00,47.28,leq,leq,15
2025-07-01 05:35:00,60.85,leq,leq,15
2025-07-01 05:40:00,62.26,leq,leq,15
2025-07-01 05:45:00,61.02,leq,leq,15
2025-07-01 05:50:00,68.17,leq,leq,15
2025-07-01 05:55:00,63.39,leq,leq,15
2025-07-01 06:00:00,60.21,leq,leq,15
2025-07-01 06:05:00,76.52,leq,leq,15
2025-07-01 06:10:00,43.6,leq,leq,15
2025-07-01 06:15:00,66.82,leq,leq,15
2025-07-01 06:20:00,40.51,leq,leq,15
2025-07-01 06:25:00,40.23,leq,leq,15
2025-07-01 06:30:00,63.79,leq,leq,15
2025-07-01 06:35:00,44.57,leq,leq,15
2025-07-01 06:40:00,61.45,leq,leq,15
2025-07-01 06:45:00,74.1,leq,leq,15
2025-07-01 06:50:00,65.73,leq,leq,15
2025-07-01 06:55:00,77.26,leq,leq,15
2025-07-01 07:00:00,72.2,leq,leq,15
2025-07-01 07:05:00,51.61,leq,leq,15
2025-07-01 07:10:00,59.09,leq,leq,15
2025-07-01 07:15:00,72.57,leq,leq,15
2025-07-01 07:20:00,47.1,leq,leq,15
2025-07-01 07:25:00,72.98,leq,leq,15
2025-07-01 07:30:00,61.24,leq,leq,15
2025-07-01 07:35:00,44.0,leq,leq,15
2025-07-01 07:40:00,67.83,leq,leq,15
2025-07-01 07:45:00,64.25,leq,leq,15
2025-07-01 07:50:00,45.99,leq,leq,15
2025-07-01 07:55:00,52.39,leq,leq,15
2025-07-01 08:00:00,46.92,leq,leq,15
2025-07-01 08:05:00,68.21,leq,leq,15
2025-07-01 08:10:00,70.45,leq,leq,15
2025-07-01 08:15:00,69.4,leq,leq,15
2025-07-01 00:00:00,52.86,leq,leq,16
2025-07-01 00:05:00,70.97,leq,leq,16
2025-07-01 00:10:00,44.24,leq,leq,16
2025-07-01 00:15:00,42.1,leq,leq,16
2025-07-01 00:20:00,64.2,leq,leq,16
2025-07-01 00:25:00,58.94,leq,leq,16
2025-07-01 00:30:00,71.27,leq,leq,16
2025-07-01 00:35:00,69.18,leq,leq,16
2025-07-01 00:40:00,57.67,leq,leq,16
2025-07-01 00:45:00,59.94,leq,leq,16
2025-07-01 00:50:00,60.01,leq,leq,16
2025-07-01 00:55:00,59.56,leq,leq,16
2025-07-01 01:00:00,59.17,leq,leq,16
2025-07-01 01:05:00,58.63,leq,leq,16
2025-07-01 01:10:00,40.9,leq,leq,16
2025-07-01 01:15:00,50.27,leq,leq,16
2025-07-01 01:20:00,61.35,leq,leq,16
2025-07-01 01:25:00,67.26,leq,leq,16
2025-07-01 01:30:00,46.04,leq,leq,16
2025-07-01 01:35:00,61.21,leq,leq,16
2025-07-01 01:40:00,47.64,leq,leq,16
2025-07-01 01:45:00,56.85,leq,leq,16
2025-07-01 01:50:00,49.81,leq,leq,16
2025-07-01 01:55:00,55.57,leq,leq,16
2025-07-01 02:00:00,48.34,leq,leq,16
2025-07-01 02:05:00,47.64,leq,leq,16
2025-07-01 02:10:00,56.4,leq,leq,16
2025-07-01 02:15:00,65.18,leq,leq,16
2025-07-01 02:20:00,53.78,leq,leq,16
2025-07-01 02:25:00,78.57,leq,leq,16
2025-07-01 02:30:00,49.17,leq,leq,16
2025-07-01 02:35:00,78.44,leq,leq,16
2025-07-01 02:40:00,55.82,leq,leq,16
2025-07-01 02:45:00,60.93,leq,leq,16
2025-07-01 02:50:00,78.93,leq,leq,16
2025-07-01 02:55:00,57.5,leq,leq,16
2025-07-01 03:00:00,78.5,leq,leq,16
2025-07-01 03:05:00,71.57,leq,leq,16
2025-07-01 03:10:00,41.12,leq,leq,16
2025-07-01 03:15:00,79.49,leq,leq,16
2025-07-01 03:20:00,44.26,leq,leq,16
2025-07-01 03:25:00,62.39,leq,leq,16
2025-07-01 03:30:00,49.0,leq,leq,16
2025-07-01 03:35:00,47.19,leq,leq,16
2025-07-01 03:40:00,78.18,leq,leq,16
2025-07-01 03:45:00,46.55,leq,leq,16
2025-07-01 03:50:00,42.3,leq,leq,16
2025-07-01 03:55:00,54.75,leq,leq,16
2025-07-01 04:00:00,67.19,leq,leq,16
2025-07-01 04:05:00,58.75,leq,leq,16
2025-07-01 04:10:00,79.31,leq,leq,16
2025-07-01 04:15:00,52.63,leq,leq,16
2025-07-01 04:20:00,52.24,leq,leq,16
2025-07-01 04:25:00,74.14,leq,leq,16
2025-07-01 04:30:00,50.24,leq,leq,16
2025-07-01 04:35:00,53.3,leq,leq,16
2025-07-01 04:40:00,42.33,leq,leq,16
2025-07-01 04:45:00,75.29,leq,leq,16
2025-07-01 04:50:00,42.92,leq,leq,16
2025-07-01 04:55:00,40.2,leq,leq,16
2025-07-01 05:00:00,58.78,leq,leq,16
2025-07-01 05:05:00,44.97,leq,leq,16
2025-07-01 05:10:00,74.29,leq,leq,16
2025-07-01 05:15:00,57.84,leq,leq,16
2025-07-01 05:20:00,56.01,leq,leq,16
2025-07-01 05:25:00,42.29,leq,leq,16
2025-07-01 05:30:00,56.96,leq,leq,16
2025-07-01 05:35:00,53.25,leq,leq,16
2025-07-01 05:40:00,62.09,leq,leq,16
2025-07-01 05:45:00,60.78,leq,leq,16
2025-07-01 05:50:00,55.41,leq,leq,16
2025-07-01 05:55:00,67.49,leq,leq,16
2025-07-01 06:00:00,60.58,leq,leq,16
2025-07-01 06:05:00,46.14,leq,leq,16
2025-07-01 06:10:00,65.96,leq,leq,16
2025-07-01 06:15:00,42.53,leq,leq,16
2025-07-01 06:20:00,75.47,leq,leq,16
2025-07-01 06:25:00,54.19,leq,leq,16
2025-07-01 06:30:00,47.89,leq,leq,16
2025-07-01 06:35:00,75.34,leq,leq,16
2025-07-01 06:40:00,59.58,leq,leq,16
2025-07-01 06:45:00,48.26,leq,leq,16
2025-07-01 06:50:00,50.97,leq,leq,16
2025-07-01 06:55:00,51.52,leq,leq,16
2025-07-01 07:00:00,40.06,leq,leq,16
2025-07-01 07:05:00,66.77,leq,leq,16
2025-07-01 07:10:00,59.87,leq,leq,16
2025-07-01 07:15:00,79.15,leq,leq,16
2025-07-01 07:20:00,67.12,leq,leq,16
2025-07-01 07:25:00,46.45,leq,leq,16
2025-07-01 07:30:00,51.39,leq,leq,16
2025-07-01 07:35:00,41.61,leq,leq,16
2025-07-01 07:40:00,65.8,leq,leq,16
2025-07-01 07:45:00,73.58,leq,leq,16
2025-07-01 07:50:00,63.86,leq,leq,16
2025-07-01 07:55:00,77.72,leq,leq,16
2025-07-01 08:00:00,43.47,leq,leq,16
2025-07-01 08:05:00,51.73,leq,leq,16
2025-07-01 08:10:00,64.19,leq,leq,16
2025-07-01 08:15:00,40.65,leq,leq,16
2025-07-01 00:00:00,44.71,leq,leq,17
2025-07-01 00:05:00,65.71,leq,leq,17
2025-07-01 00:10:00,69.37,leq,leq,17
2025-07-01 00:15:00,76.1,leq,leq,17
2025-07-01 00:20:00,75.02,leq,leq,17
2025-07-01 00:25:00,53.43,leq,leq,17
2025-07-01 00:30:00,51.32,leq,leq,17
2025-07-01 00:35:00,78.94,leq,leq,17
2025-07-01 00:40:00,49.0,leq,leq,17
2025-07-01 00:45:00,61.67,leq,leq,17
2025-07-01 00:50:00,59.49,leq,leq,17
2025-07-01 00:55:00,52.53,leq,leq,17
2025-07-01 01:00:00,45.06,leq,leq,17
2025-07-01 01:05:00,75.16,leq,leq,17
2025-07-01 01:10:00,55.01,leq,leq,17
2025-07-01 01:15:00,44.87,leq,leq,17
2025-07-01 01:20:00,40.46,leq,leq,17
2025-07-01 01:25:00,55.94,leq,leq,17
2025-07-01 01:30:00,70.73,leq,leq,17
2025-07-01 01:35:00,45.71,leq,leq,17
2025-07-01 01:40:00,58.26,leq,leq,17
2025-07-01 01:45:00,63.38,leq,leq,17
2025-07-01 01:50:00,71.53,leq,leq,17
2025-07-01 01:55:00,71.42,leq,leq,17
2025-07-01 02:00:00,48.57,leq,leq,17
2025-07-01 02:05:00,76.72,leq,leq,17
2025-07-01 02:10:00,73.87,leq,leq,17
2025-07-01 02:15:00,61.97,leq,leq,17
2025-07-01 02:20:00,58.72,leq,leq,17
2025-07-01 02:25:00,51.49,leq,leq,17
2025-07-01 02:30:00,54.44,leq,leq,17
2025-07-01 02:35:00,64.08,leq,leq,17
2025-07-01 02:40:00,57.56,leq,leq,17
2025-07-01 02:45:00,77.49,leq,leq,17
2025-07-01 02:50:00,41.14,leq,leq,17
2025-07-01 02:55:00,62.32,leq,leq,17
2025-07-01 03:00:00,64.72,leq,leq,17
2025-07-01 03:05:00,54.73,leq,leq,17
2025-07-01 03:10:00,51.5,leq,leq,17
2025-07-01 03:15:00,79.19,leq,leq,17
2025-07-01 03:20:00,51.07,leq,leq,17
2025-07-01 03:25:00,70.02,leq,leq,17
2025-07-01 03:30:00,44.65,leq,leq,17
2025-07-01 03:35:00,51.77,leq,leq,17
2025-07-01 03:40:00,40.92,leq,leq,17
2025-07-01 03:45:00,51.46,leq,leq,17
2025-07-01 03:50:00,53.21,leq,leq,17
2025-07-01 03:55:00,46.79,leq,leq,17
2025-07-01 04:00:00,45.59,leq,leq,17
2025-07-01 04:05:00,76.2,leq,leq,17
2025-07-01 04:10:00,59.24,leq,leq,17
2025-07-01 04:15:00,47.35,leq,leq,17
2025-07-01 04:20:00,61.38,leq,leq,17
2025-07-01 04:25:00,46.3,leq,leq,17
2025-07-01 04:30:00,47.81,leq,leq,17
2025-07-01 04:35:00,55.38,leq,leq,17
2025-07-01 04:40:00,61.29,leq,leq,17
2025-07-01 04:45:00,59.84,leq,leq,17
2025-07-01 04:50:00,52.42,leq,leq,17
2025-07-01 04:55:00,75.69,leq,leq,17
2025-07-01 05:00:00,78.06,leq,leq,17
2025-07-01 05:05:00,66.11,leq,leq,17
2025-07-01 05:10:00,63.74,leq,leq,17
2025-07-01 05:15:00,79.93,leq,leq,17
2025-07-01 05:20:00,46.66,leq,leq,17
2025-07-01 05:25:00,65.83,leq,leq,17
2025-07-01 05:30:00,50.0,leq,leq,17
2025-07-01 05:35:00,47.65,leq,leq,17
2025-07-01 05:40:00,66.45,leq,leq,17
2025-07-01 05:45:00,49.18,leq,leq,17
2025-07-01 05:50:00,54.69,leq,leq,17
2025-07-01 05:55:00,60.11,leq,leq,17
2025-07-01 06:00:00,75.22,leq,leq,17
2025-07-01 06:05:00,76.26,leq,leq,17
2025-07-01 06:10:00,67.7,leq,leq,17
2025-07-01 06:15:00,47.78,leq,leq,17
